timestamp,open,high,low,close,volume,symbol,ticker
2024-08-01T23:00:00.000Z,65215.0,65529.0,65015.0,65391.0,180.12271,BTC/USDC:USDC,BTC
2024-08-02T00:00:00.000Z,65402.0,65600.0,64886.0,64902.0,289.74563,BTC/USDC:USDC,BTC
2024-08-02T01:00:00.000Z,64902.0,64904.0,64571.0,64642.0,237.97352,BTC/USDC:USDC,BTC
2024-08-02T02:00:00.000Z,64656.0,64833.0,63682.0,64385.0,487.42875,BTC/USDC:USDC,BTC
2024-08-02T03:00:00.000Z,64395.0,64662.0,64293.0,64659.0,100.81814,BTC/USDC:USDC,BTC
2024-08-02T04:00:00.000Z,64660.0,64676.0,64489.0,64548.0,81.3003,BTC/USDC:USDC,BTC
2024-08-02T05:00:00.000Z,64552.0,64572.0,64083.0,64178.0,165.69518,BTC/USDC:USDC,BTC
2024-08-02T06:00:00.000Z,64178.0,64697.0,63836.0,64512.0,183.69248,BTC/USDC:USDC,BTC
2024-08-02T07:00:00.000Z,64511.0,64536.0,64170.0,64222.0,109.8817,BTC/USDC:USDC,BTC
2024-08-02T08:00:00.000Z,64186.0,64627.0,64057.0,64627.0,155.8856,BTC/USDC:USDC,BTC
2024-08-02T09:00:00.000Z,64625.0,64640.0,64444.0,64549.0,112.76483,BTC/USDC:USDC,BTC
2024-08-02T10:00:00.000Z,64555.0,64929.0,64408.0,64809.0,148.75919,BTC/USDC:USDC,BTC
2024-08-02T11:00:00.000Z,64803.0,64991.0,64672.0,64681.0,162.51751,BTC/USDC:USDC,BTC
2024-08-02T12:00:00.000Z,64681.0,64967.0,64200.0,64831.0,393.66424,BTC/USDC:USDC,BTC
2024-08-02T13:00:00.000Z,64832.0,65545.0,64570.0,65234.0,477.11326,BTC/USDC:USDC,BTC
2024-08-02T14:00:00.000Z,65234.0,65361.0,63092.0,63138.0,1169.16493,BTC/USDC:USDC,BTC
2024-08-02T15:00:00.000Z,63144.0,63665.0,62433.0,63457.0,1313.89118,BTC/USDC:USDC,BTC
2024-08-02T16:00:00.000Z,63458.0,63640.0,62973.0,63353.0,594.64335,BTC/USDC:USDC,BTC
2024-08-02T17:00:00.000Z,63353.0,63474.0,63116.0,63140.0,347.75531,BTC/USDC:USDC,BTC
2024-08-02T18:00:00.000Z,63141.0,63264.0,62821.0,62951.0,482.97775,BTC/USDC:USDC,BTC
2024-08-02T00:00:00.000Z,3202.6,3218.0,3193.2,3193.3,1253.0339,ETH/USDC:USDC,ETH
2024-08-02T01:00:00.000Z,3193.4,3193.4,3166.3,3171.1,1963.8333,ETH/USDC:USDC,ETH
2024-08-02T02:00:00.000Z,3171.7,3182.7,3134.6,3158.8,5464.2945,ETH/USDC:USDC,ETH
2024-08-02T03:00:00.000Z,3158.8,3170.9,3149.9,3168.0,2057.3611,ETH/USDC:USDC,ETH
2024-08-02T04:00:00.000Z,3167.9,3175.0,3161.6,3167.6,1354.0914,ETH/USDC:USDC,ETH
2024-08-02T05:00:00.000Z,3167.9,3167.9,3141.3,3147.2,1448.0872,ETH/USDC:USDC,ETH
2024-08-02T06:00:00.000Z,3147.2,3164.4,3125.1,3154.6,3033.6369,ETH/USDC:USDC,ETH
2024-08-02T07:00:00.000Z,3154.7,3156.9,3135.7,3146.3,2131.1559,ETH/USDC:USDC,ETH
2024-08-02T08:00:00.000Z,3146.1,3158.2,3132.6,3158.2,1667.536,ETH/USDC:USDC,ETH
2024-08-02T09:00:00.000Z,3158.2,3161.7,3148.1,3150.8,419.2226,ETH/USDC:USDC,ETH
2024-08-02T10:00:00.000Z,3150.9,3163.3,3143.7,3158.4,862.1445,ETH/USDC:USDC,ETH
2024-08-02T11:00:00.000Z,3158.2,3165.7,3151.1,3152.7,891.4076,ETH/USDC:USDC,ETH
2024-08-02T12:00:00.000Z,3152.5,3161.5,3119.8,3151.6,5678.4773,ETH/USDC:USDC,ETH
2024-08-02T13:00:00.000Z,3151.5,3183.6,3138.7,3160.4,4754.9328,ETH/USDC:USDC,ETH
2024-08-02T14:00:00.000Z,3159.7,3165.2,3031.3,3034.5,12587.9007,ETH/USDC:USDC,ETH
2024-08-02T15:00:00.000Z,3034.5,3046.7,2983.0,3039.7,17012.7944,ETH/USDC:USDC,ETH
2024-08-02T16:00:00.000Z,3039.7,3047.3,3016.0,3026.5,6291.3796,ETH/USDC:USDC,ETH
2024-08-02T17:00:00.000Z,3026.5,3042.8,3016.2,3025.6,2685.8367,ETH/USDC:USDC,ETH
2024-08-02T18:00:00.000Z,3025.1,3032.7,3006.9,3013.5,3684.3956,ETH/USDC:USDC,ETH
