timestamp,open,high,low,close,volume,symbol,ticker
2024-08-02T19:00:00.000Z,3013.4,3022.7,2994.3,3012.0,4858.3344,ETH/USDC:USDC,ETH
2023-10-07T00:00:00.000Z,8.7458,8.7543,8.7167,8.7362,1910.7,FRIEND/USDC:USDC,FRIEND
2023-10-07T01:00:00.000Z,8.7386,8.7451,8.7193,8.7265,348.4,FRIEND/USDC:USDC,FRIEND
2023-10-07T02:00:00.000Z,8.7168,8.7175,8.7005,8.7005,20.5,FRIEND/USDC:USDC,FRIEND
2023-10-07T03:00:00.000Z,8.6968,8.6973,8.686,8.6935,19.2,FRIEND/USDC:USDC,FRIEND
2023-10-07T04:00:00.000Z,8.6908,8.6908,8.6393,8.6393,22.1,FRIEND/USDC:USDC,FRIEND
2023-10-07T05:00:00.000Z,8.6343,8.6369,8.618,8.618,935.7,FRIEND/USDC:USDC,FRIEND
2023-10-07T06:00:00.000Z,8.6168,8.6418,8.6168,8.6332,530.6,FRIEND/USDC:USDC,FRIEND
2023-10-07T07:00:00.000Z,8.6233,8.6679,8.6163,8.6585,1423.7,FRIEND/USDC:USDC,FRIEND
2023-10-07T08:00:00.000Z,8.6561,8.6971,8.6561,8.6832,1587.8,FRIEND/USDC:USDC,FRIEND
2023-10-07T09:00:00.000Z,8.6923,8.6923,8.6578,8.6578,113.0,FRIEND/USDC:USDC,FRIEND
